Category,Browser,Global Super Group description,Global Product Group description,Global Module Description,Exception Type,Global Category,External Code,Work Item Scope,Seq,Standard Code,Code Type,External Code Group,Processing Group Code,Processing Group Description,Processing Group Set Description,Country,Source of Exception,Best Received External Description,Translated Best Received External Description,Best Existing External Description,Translated Best Existing External Description,Department Code,Department Description,Supplier Code,Supplier Description,Number of Stores Selling,Impact,Price,Retailer SKU,etailer Item Code,Store Receipt Description,Predicted Barcode,URL,Received Date,Due Date,Current Assignment Description,Country Current Assignment Description,External Item/Predicted PG/CI,External Item/Predicted Product Class,Latest Image Received Date,Sent for RTC Prediction,Priority,Reserved By,Allocated To,Defer,Has Image,Project,External Item Global Category,External Item Global Module,Local Id,Allocated Date
Business As Usual,Cross Coding,FOOD - PERISHABLE,MEAT/POULTRY/GAME - FRESH VARIABLE WEIGHT,MEAT UNCOOKED UNPREPARED REFRIGERATED VARIABLE WEIGHT,Changed,ZZ VARIABLE WEIGHT,'020213200000,LOCAL,3,'00020213200000,LAC,LAC,BGY,BGY BIG Y FOOD,ALL_US,UNITED STATES OF AMERICA,SIRVAL,EMPIRE TURKEY DRUMSTKS 1LB,,EMPIRE TURKEY DRUMSTKS 1LB,,,MEAT KOSHER MEAT,,WGT,1,73.15,2.8902,,,,,,24-NOV-2022 19:52:16,,30143630 : EMPR KSHR FRSH AND FRZN MT  BN IN SKN ON   TRKY DRMSTCK N PCKG 1 PND ,30143630 : EMPR KSHR FRSH AND FRZN MT  BN IN SKN ON   TRKY DRMSTCK N PCKG 1 PND ,,,,FALSE,1,,,,N,,,,,
Business As Usual,Cross Coding,FOOD - PERISHABLE,MEAT/POULTRY/GAME - FRESH VARIABLE WEIGHT,MEAT UNCOOKED UNPREPARED REFRIGERATED VARIABLE WEIGHT,Changed,ZZ VARIABLE WEIGHT,'000000001602,LOCAL,7,'00000000001602,LAC,LAC,BGY,BGY BIG Y FOOD,ALL_US,UNITED STATES OF AMERICA,SIRVAL,NATURAL RIB ROAST BONELESS 1LB,,NATURAL RIB ROAST BONELESS 1LB,,,MEAT BUTCHER SHOPPE,,CNT,1,70.66,70.66,,,,,,24-NOV-2022 19:51:22,,34612264 : N BRND LSTD FRSH AND FRZN MT  BNLSS   BF RB RST N PCKG 1 CNT ,34612264 : N BRND LSTD FRSH AND FRZN MT  BNLSS   BF RB RST N PCKG 1 CNT ,,,,FALSE,1,,,,N,,,,,
Business As Usual,Cross Coding,,,,New,,'020100500000,LOCAL,1,'00020100500000,LAC,LAC,BGY,BGY BIG Y FOOD,ALL_US,UNITED STATES OF AMERICA,SIRVAL,FIREKING FINGER ROLLS 22.4OZ,,,,,BAKERY BAKERY,,CNT,18,513.97,4.99,,,,,,24-NOV-2022 19:50:57,,,,,,,FALSE,1,,,,N,,,,,
Business As Usual,Cross Coding,,,,Changed,,'000000001738,LOCAL,3,'00000000001738,LAC,LAC,BGY,BGY BIG Y FOOD,ALL_US,UNITED STATES OF AMERICA,SIRVAL,UNCLAIMED FUEL MONEY 1LB,,UNCLAIMED FUEL MONEY 1LB,,,Fuel Uncollected Change,,WGT,1,5.37,2.685,,,,,,24-NOV-2022 19:51:35,,UNCODEABLE PRODUCTS; PC:UNCODEABLE FOR NI PRODUCTS,28728175 : UNCODEABLE PRODUCTS; PC:UNCODEABLE FOR NI PRODUCTS,,,,FALSE,1,,,,N,,,,,
Business As Usual,Cross Coding,FOOD - PERISHABLE,MEAT/POULTRY/GAME - FRESH VARIABLE WEIGHT,MEAT UNCOOKED UNPREPARED REFRIGERATED VARIABLE WEIGHT,Changed,ZZ VARIABLE WEIGHT,'020375300000,LOCAL,4,'00020375300000,LAC,LAC,BGY,BGY BIG Y FOOD,ALL_US,UNITED STATES OF AMERICA,SIRVAL,NATURAL PORTERHOUSE STEAK 1LB,,NATURAL PORTERHOUSE STEAK 1LB,,,MEAT MC RED MEAT,,WGT,1,120.37,14.99,,,,,,24-NOV-2022 19:50:43,,30135366 : N BRND LSTD FRSH AND FRZN MT  BN IN SKNLSS   BF LN STK CS 1 PND ,30135366 : N BRND LSTD FRSH AND FRZN MT  BN IN SKNLSS   BF LN STK CS 1 PND ,,,,FALSE,1,,,,N,,,,,
Business As Usual,Cross Coding,FOOD - PERISHABLE,DIPS/DRESSINGS/SAUCES - FRESH VARIABLE WEIGHT,DIPS/DRESSINGS/SAUCES - FRESH - VARIABLE WEIGHT,Changed,ZZ VARIABLE WEIGHT,'000000000859,LOCAL,3,'00000000000859,LAC,LAC,BGY,BGY BIG Y FOOD,ALL_US,UNITED STATES OF AMERICA,SIRVAL,SALAD DRESSING CUP 1UT,,SALAD DRESSING CUP 1UT,,,FOOD SERVICE SANDWICH SHOP,,CNT,1,0.7,0.35,,,,,,24-NOV-2022 19:50:18,,30163538 : N BRND LSTD SLD DRSSNG     N PCKG 1 CNT ,30163538 : N BRND LSTD SLD DRSSNG     N PCKG 1 CNT ,,,,FALSE,1,,,,N,,,,,
Business As Usual,Cross Coding,ZZ: CUTOVER TEMPORARY STANDARD/CONSOLIDATED ITEMS,CUTOVER TEMP STANDARD/CONSOLIDATED,US CUTOVER STANDARD,Changed,,'020246400000,LOCAL,2,'00020246400000,LAC,LAC,BGY,BGY BIG Y FOOD,ALL_US,UNITED STATES OF AMERICA,SIRVAL,EMPIRE WHOLE BBQ TURKEY 1LB,,EMPIRE WHOLE BBQ TURKEY 1LB,,,MEAT KOSHER MEAT,,WGT,1,118.24,4.5901,,,,,,24-NOV-2022 19:50:53,,29835530 : EMPR KSHR ENTR WHL BBQ TRKY   N PCKG 1 PND ,29835530 : EMPR KSHR ENTR WHL BBQ TRKY   N PCKG 1 PND ,,,,FALSE,1,,,,N,,,,,
Business As Usual,Cross Coding,GARDEN & FLORA,GARDEN & FLORA ACCESSORIES,GARDEN/FLOWER ACCESSORIES,Changed,GARDEN & FLORA,'000000007021,LOCAL,3,'00000000007021,LAC,LAC,BGY,BGY BIG Y FOOD,ALL_US,UNITED STATES OF AMERICA,SIRVAL,SPEC ORDER ASIATIC - CALI 1CT,,SPEC ORDER ASIATIC - CALI 1CT,,,FLORAL FLORAL,,CNT,1,31,31,,,,,,24-NOV-2022 19:50:29,,558469046 : N BRND LSTD FLWR ASTC LLS SPCL ORDR N PCKG 1 CNT ,558469046 : N BRND LSTD FLWR ASTC LLS SPCL ORDR N PCKG 1 CNT ,,,,FALSE,2,,,,N,,,,,
Business As Usual,Cross Coding,ZZ: CUTOVER TEMPORARY STANDARD/CONSOLIDATED ITEMS,CUTOVER TEMP STANDARD/CONSOLIDATED,US CUTOVER STANDARD,Changed,,'022506000000,LOCAL,5,'00022506000000,LAC,LAC,BGY,BGY BIG Y FOOD,ALL_US,UNITED STATES OF AMERICA,SIRVAL,***GR CHERRY PEPPER W PROSC 1LB,,***GR CHERRY PEPPER W PROSC 1LB,,,DELI DELI OLIVES,,WGT,1,7.27,7.989,,,,,,24-NOV-2022 19:51:38,,29871885 : N BRND LSTD ENTR CHRRY PPPR STFFD WTH PRSCTT   N PCKG 1 PND ,29871885 : N BRND LSTD ENTR CHRRY PPPR STFFD WTH PRSCTT   N PCKG 1 PND ,,,,FALSE,1,,,,N,,,,,
Business As Usual,Cross Coding,GARDEN & FLORA,BULBS/FLOWERS/PLANTS/SEEDS,PLANTS - GROWING,Changed,GARDEN & FLORA,'000000007109,LOCAL,4,'00000000007109,LAC,LAC,BGY,BGY BIG Y FOOD,ALL_US,UNITED STATES OF AMERICA,SIRVAL,MINI CARN/SPRAY ROSE CORSAGE L 1CT,,MINI CARN/SPRAY ROSE CORSAGE L 1CT,,,FLORAL FLORAL,,CNT,1,20.99,20.99,,,,,,24-NOV-2022 19:52:06,,530159320 : N BRND LSTD FLWR CRNTNS MN N PCKG 1 CNT ,530159320 : N BRND LSTD FLWR CRNTNS MN N PCKG 1 CNT ,,,,FALSE,1,,,,N,,,,,
Business As Usual,Cross Coding,,,,Changed,,'000000001529,LOCAL,3,'00000000001529,LAC,LAC,BGY,BGY BIG Y FOOD,ALL_US,UNITED STATES OF AMERICA,SIRVAL,STOCKPILE FEE $4.95 1CT,,STOCKPILE FEE $4.95 1CT,,,Miscellaneous Income SPECIAL PROMO SUB,,CNT,1,4.95,4.95,,,,,,24-NOV-2022 19:51:32,,UNCODEABLE PRODUCTS; PC:UNCODEABLE FOR NI PRODUCTS,28728175 : UNCODEABLE PRODUCTS; PC:UNCODEABLE FOR NI PRODUCTS,,,,FALSE,1,,,,N,,,,,
Business As Usual,Cross Coding,FOOD - PERISHABLE,MEAT/POULTRY/GAME - FRESH VARIABLE WEIGHT,MEAT UNCOOKED UNPREPARED REFRIGERATED VARIABLE WEIGHT,Changed,ZZ VARIABLE WEIGHT,'024373200000,LOCAL,15,'00024373200000,LAC,LAC,BGY,BGY BIG Y FOOD,ALL_US,UNITED STATES OF AMERICA,SIRVAL,TRIPLE M BONE-IN SPIRAL 1/2 HA 1LB,,TRIPLE M BONE-IN SPIRAL 1/2 HA 1LB,,,MEAT MEAT,,WGT,48,43402.45,2.9733,,,,,,24-NOV-2022 19:52:56,,84845782 : N BRND LSTD FRSH AND FRZN MT  BN IN HLF SPRL HM PRK  N PCKG 1 PND ,84845782 : N BRND LSTD FRSH AND FRZN MT  BN IN HLF SPRL HM PRK  N PCKG 1 PND ,,,,FALSE,1,,,,N,,,,,
Business As Usual,Cross Coding,FOOD - PERISHABLE,MEAT/POULTRY/GAME - FRESH VARIABLE WEIGHT,MEAT UNCOOKED UNPREPARED REFRIGERATED VARIABLE WEIGHT,Changed,ZZ VARIABLE WEIGHT,'000000009193,LOCAL,3,'00000000009193,LAC,LAC,BGY,BGY BIG Y FOOD,ALL_US,UNITED STATES OF AMERICA,SIRVAL,SHADY BROOK FRESH TURKEY 1LB,,SHADY BROOK FRESH TURKEY 1LB,,,MEAT MEAT,,CNT,1,-44.46,44.46,,,,,,24-NOV-2022 19:51:12,,34613181 : SHDY BRK FRMS FRSH AND FRZN MT     TRKY GZZRD N PCKG 1 CNT ,34613181 : SHDY BRK FRMS FRSH AND FRZN MT     TRKY GZZRD N PCKG 1 CNT ,,,,FALSE,1,,,,N,,,,,
Business As Usual,Cross Coding,XCLUDE - RESIDUALS,US LAC - LAC ONLY IN SCOPE,,Changed,,'000000005320,LOCAL,2,'00000000005320,LAC,LAC,BGY,BGY BIG Y FOOD,ALL_US,UNITED STATES OF AMERICA,SIRVAL,OKF SHAVE BAR 1CT,,OKF SHAVE BAR 1CT,,,HABC HABC,,CNT,1,7.29,7.29,,,,,,24-NOV-2022 19:52:34,,PGI : US LAC - LAC ONLY IN SCOPE; PC:US LAC - LAC ONLY IN SCOPE,PGI : US LAC - LAC ONLY IN SCOPE; PC:US LAC - LAC ONLY IN SCOPE,,,,FALSE,1,,,,N,,,,,
Business As Usual,Cross Coding,STATIONERY & PRINTED MATERIAL & SERVICES,:STATIONERY & PRINTED MATERIAL & SERVICES CONSOLIDATED PG:,:STATIONERY & PRINTED MATERIAL & SERVICES CONSOLIDATED ITEM:,Changed,,'000000007893,LOCAL,3,'00000000007893,LAC,LAC,BGY,BGY BIG Y FOOD,ALL_US,UNITED STATES OF AMERICA,SIRVAL,UPGRADED MYLAR 1CT,,UPGRADED MYLAR 1CT,,,FLORAL FLORAL,,CNT,1,4.99,4.99,,,,,,24-NOV-2022 19:53:03,,27828825 : HOLIDAY PARTY DCRTN AND FVR ,27828825 : HOLIDAY PARTY DCRTN AND FVR ,,,,FALSE,1,,,,N,,,,,
Business As Usual,Cross Coding,FOOD - PERISHABLE,MEAT/POULTRY/GAME - FRESH VARIABLE WEIGHT,MEAT UNCOOKED UNPREPARED REFRIGERATED VARIABLE WEIGHT,Changed,ZZ VARIABLE WEIGHT,'020445700000,LOCAL,4,'00020445700000,LAC,LAC,BGY,BGY BIG Y FOOD,ALL_US,UNITED STATES OF AMERICA,SIRVAL,ARRONS TURKEY WINGS 1LB,,ARRONS TURKEY WINGS 1LB,,,MEAT KOSHER MEAT,,WGT,1,84.59,3.4897,,,,,,24-NOV-2022 19:51:47,,30141836 : ARN'S  FRSH AND FRZN MT  BN IN   TRKY WNG N PCKG 1 PND ,30141836 : ARN'S  FRSH AND FRZN MT  BN IN   TRKY WNG N PCKG 1 PND ,,,,FALSE,1,,,,N,,,,,
Business As Usual,Cross Coding,GARDEN & FLORA,BULBS/FLOWERS/PLANTS/SEEDS,PLANTS - GROWING,Changed,GARDEN & FLORA,'000000007423,LOCAL,4,'00000000007423,LAC,LAC,BGY,BGY BIG Y FOOD,ALL_US,UNITED STATES OF AMERICA,SIRVAL,FLOWERING UPGRAE $23.99 1CT,,FLOWERING UPGRAE $23.99 1CT,,,FLORAL FLORAL,,CNT,2,47.98,23.99,,,,,,24-NOV-2022 19:52:00,,509708162 : N BRND LSTD PLNT FLWRNG UPGRD N PCKG 1 CNT ,509708162 : N BRND LSTD PLNT FLWRNG UPGRD N PCKG 1 CNT ,,,,FALSE,1,,,,N,,,,,
Business As Usual,Cross Coding,XCLUDE - RESIDUALS,US LAC - UNDER PSEUDO SALES CRITERIA,,Changed,,'000000001779,LOCAL,4,'00000000001779,LAC,LAC,BGY,BGY BIG Y FOOD,ALL_US,UNITED STATES OF AMERICA,SIRVAL,KIMBRLY FRM EGG NOG GLASS 32OZ,,KIMBRLY FRM EGG NOG GLASS 32OZ,,,DAIRY DAIRY,,CNT,1,8.99,8.99,,,,,,24-NOV-2022 19:52:47,,PGI : US LAC - UNDER PSEUDO SALES CRITERIA; PC:US LAC - UNDER PSEUDO SALES CRITERIA,PGI : US LAC - UNDER PSEUDO SALES CRITERIA; PC:US LAC - UNDER PSEUDO SALES CRITERIA,,,,FALSE,1,,,,N,,,,,
Business As Usual,Cross Coding,FOOD - PERISHABLE,MEAT/POULTRY/GAME - FRESH VARIABLE WEIGHT,MEAT UNCOOKED PREPARED REFRIGERATED VARIABLE WEIGHT,Changed,ZZ VARIABLE WEIGHT,'022610200000,LOCAL,4,'00022610200000,LAC,LAC,BGY,BGY BIG Y FOOD,ALL_US,UNITED STATES OF AMERICA,SIRVAL,******CARANDO GENOA SALAMI PRE 1LB,,******CARANDO GENOA SALAMI PRE 1LB,,,DELI Sliced & Ready,,WGT,1,5.19,7.9846,,,,,,24-NOV-2022 19:50:16,,550962060 : CRND LNCHMT EXCPT VRTY PCK  GN SLM   PRSLCD N PCKG 1 PND ,550962060 : CRND LNCHMT EXCPT VRTY PCK  GN SLM   PRSLCD N PCKG 1 PND ,,,,FALSE,1,,,,N,,,,,
Business As Usual,Cross Coding,GARDEN & FLORA,BULBS/FLOWERS/PLANTS/SEEDS,PLANTS - GROWING,Changed,GARDEN & FLORA,'000000007755,LOCAL,4,'00000000007755,LAC,LAC,BGY,BGY BIG Y FOOD,ALL_US,UNITED STATES OF AMERICA,SIRVAL,TABLE TOP CHRISTMAS TREE 1CT,,TABLE TOP CHRISTMAS TREE 1CT,,,FLORAL FLORAL,,CNT,1,29.99,29.99,,,,,,24-NOV-2022 19:51:28,,517905319 : TBLTPS UNLMTD PLNT CHRSTMS TR N PCKG 1 CNT ,517905319 : TBLTPS UNLMTD PLNT CHRSTMS TR N PCKG 1 CNT ,,,,FALSE,1,,,,N,,,,,
Business As Usual,Cross Coding,FOOD - PERISHABLE,FRUIT/NUTS - FRESH VARIABLE WEIGHT,FRUIT FRESH - VARIABLE WEIGHT,Changed,ZZ VARIABLE WEIGHT,'000000094281,LOCAL,5,'00000000094281,LAC,LAC,BGY,BGY BIG Y FOOD,ALL_US,UNITED STATES OF AMERICA,SIRVAL,ORGANIC RED GRAPEFRUIT 1LB,,ORGANIC RED GRAPEFRUIT 1LB,,,PRODUCE FRESH FRUIT,,WGT,1,2.04,2.6842,,,,,,24-NOV-2022 19:54:20,,29339746 : MLTPL VL SNGL FRT PNK RBY RD GRPFRT   N PCKG 1 PND ,29339746 : MLTPL VL SNGL FRT PNK RBY RD GRPFRT   N PCKG 1 PND ,,,,FALSE,1,,,,N,,,,,
Business As Usual,Cross Coding,FOOD - PERISHABLE,FISH/SHELLFISH/SEAFOOD - FRESH VARIABLE WEIGHT,FISH (NATURAL & TREATED) REFRIGERATED VARIABLE WEIGHT,Changed,ZZ VARIABLE WEIGHT,'020626900000,LOCAL,3,'00020626900000,LAC,LAC,BGY,BGY BIG Y FOOD,ALL_US,UNITED STATES OF AMERICA,SIRVAL,FRESH WILD WHOLE SARDINES 1LB,,FRESH WILD WHOLE SARDINES 1LB,,,SEAFOOD FISH FILLETS,,WGT,1,7.29,9.9863,,,,,,24-NOV-2022 19:50:55,,29665456 : N BRND LSTD FRZN AND RFRGRTD SFD   WHL    SRDN N PCKG 1 PND ,29665456 : N BRND LSTD FRZN AND RFRGRTD SFD   WHL    SRDN N PCKG 1 PND ,,,,FALSE,1,,,,N,,,,,
Business As Usual,Cross Coding,HOMECARE,LAUNDRY GENERAL CARE,LAUNDRY DETERGENTS - CREAM/GEL/LIQUID/PASTE - MACHINE WASH - MULTI DOSE,Changed,LAUNDRY DETERGENTS,'000000000833,LOCAL,3,'00000000000833,LAC,LAC,BGY,BGY BIG Y FOOD,ALL_US,UNITED STATES OF AMERICA,SIRVAL,Sun & Earth 2X Refill Me 50OZ,,Sun & Earth 2X Refill Me 50OZ,,,GROCERY GROCERY,,CNT,1,5.99,5.99,,,,,,24-NOV-2022 19:54:08,,23789192 : SN & ERTH LNDRY DTRGNT LQD NTRL FRML  2 X CNCNTRTD 26 TP LDR WSHLD FR AND CLR  ,23789192 : SN & ERTH LNDRY DTRGNT LQD NTRL FRML  2 X CNCNTRTD 26 TP LDR WSHLD FR AND CLR  ,,,,FALSE,2,,,,N,,,,,
Business As Usual,Cross Coding,FOOD - PERISHABLE,FRUIT/NUTS - FRESH VARIABLE WEIGHT,FRUIT FRESH - VARIABLE WEIGHT,Changed,ZZ VARIABLE WEIGHT,'000000094287,LOCAL,5,'00000000094287,LAC,LAC,BGY,BGY BIG Y FOOD,ALL_US,UNITED STATES OF AMERICA,SIRVAL,ORGANIC RED GRAPEFRUIT 1LB,,ORGANIC RED GRAPEFRUIT 1LB,,,PRODUCE FRESH FRUIT,,WGT,1,6.11,2.6916,,,,,,24-NOV-2022 19:53:08,,29433012 : MLTPL VL SNGL FRT DP RD GRPFRT   N PCKG 1 PND ,29433012 : MLTPL VL SNGL FRT DP RD GRPFRT   N PCKG 1 PND ,,,,FALSE,1,,,,N,,,,,
Business As Usual,Cross Coding,XCLUDE - RESIDUALS,US LAC - FUTURE WEEK ITEMS,,Changed,,'022541100000,LOCAL,4,'00022541100000,LAC,LAC,BGY,BGY BIG Y FOOD,ALL_US,UNITED STATES OF AMERICA,SIRVAL,*******BERGGENUSS 1LB,,*******BERGGENUSS 1LB,,,DELI CHEESE BAR,,WGT,1,6.09,17.9118,,,,,,24-NOV-2022 19:53:16,,PGI : US LAC - FUTURE WEEK ITEMS; PC:US LAC - FUTURE WEEK ITEMS,PGI : US LAC - FUTURE WEEK ITEMS; PC:US LAC - FUTURE WEEK ITEMS,,,,FALSE,1,,,,N,,,,,
Business As Usual,Cross Coding,BEVERAGES - ALCOHOLIC,BEER/WINE/SPIRIT MAKING KITS/INGREDIENTS,BEER/WINE/SPIRIT MAKING KITS,Changed,ALCOHOL MAKING KITS/ACCESSORIES/INGREDIENTS,'000000004855,LOCAL,3,'00000000004855,LAC,LAC,BGY,BGY BIG Y FOOD,ALL_US,UNITED STATES OF AMERICA,SIRVAL,MUSCATEL 6 GAL PAIL 6GL,,MUSCATEL 6 GAL PAIL 6GL,,,PRODUCE FRESH FRUIT,,CNT,1,56,56,,,,,,24-NOV-2022 19:50:40,,536383707 : N BRND LSTD BR MKNG KT PL   6 GLLN      ,536383707 : N BRND LSTD BR MKNG KT PL   6 GLLN      ,,,,FALSE,2,,,,N,,,,,
Business As Usual,Cross Coding,FOOD - PERISHABLE,POTATO MEALS - FRESH VARIABLE WEIGHT,POTATO - RECIPE - FRESH VARIABLE WEIGHT,Changed,ZZ VARIABLE WEIGHT,'049151050073,LOCAL,3,'00049151050073,LAC,LAC,BGY,BGY BIG Y FOOD,ALL_US,UNITED STATES OF AMERICA,SIRVAL,DD DEEP RIVER BLACK TRUFFLE CH 2OZ,,DD DEEP RIVER BLACK TRUFFLE CH 2OZ,,,FOOD SERVICE FOOD SERVICE,,CNT,1,1.39,1.39,,,,,,24-NOV-2022 19:50:04,,534374318 : DP RVR SNCKS PTT CHP BLCK TRFFL  N PCKG 2 ONC ,534374318 : DP RVR SNCKS PTT CHP BLCK TRFFL  N PCKG 2 ONC ,,,,FALSE,1,,,,N,,,,,
Business As Usual,Cross Coding,FOOD - PERISHABLE,MEAT/POULTRY/GAME - FRESH VARIABLE WEIGHT,MEAT UNCOOKED UNPREPARED REFRIGERATED VARIABLE WEIGHT,Changed,ZZ VARIABLE WEIGHT,'020124200000,LOCAL,4,'00020124200000,LAC,LAC,BGY,BGY BIG Y FOOD,ALL_US,UNITED STATES OF AMERICA,SIRVAL,MILLER FARMS TURKEY 1LB,,MILLER FARMS TURKEY 1LB,,,MEAT CHICKEN,,WGT,71,62036.21,3.4888,,,,,,24-NOV-2022 19:50:51,,30143463 : N BRND LSTD FRSH AND FRZN MT  BN IN SKN ON WHL  TRKY  N PCKG 1 PND ,30143463 : N BRND LSTD FRSH AND FRZN MT  BN IN SKN ON WHL  TRKY  N PCKG 1 PND ,,,,FALSE,1,,,,N,,,,,
Business As Usual,Cross Coding,FOOD - PERISHABLE,FRUIT/NUTS - FRESH VARIABLE WEIGHT,FRUIT FRESH - VARIABLE WEIGHT,Changed,ZZ VARIABLE WEIGHT,'027035500000,LOCAL,2,'00027035500000,LAC,LAC,BGY,BGY BIG Y FOOD,ALL_US,UNITED STATES OF AMERICA,SIRVAL,*******SSS 4294 WHITE GRAPEFRU 1LB,,*******SSS 4294 WHITE GRAPEFRU 1LB,,,PRODUCE FRESH FRUIT,,WGT,1,18.09,1.4913,,,,,,24-NOV-2022 19:52:25,,37599801 : MLTPL VL SNGL FRT WHT GRPFRT   N PCKG 1 PND ,37599801 : MLTPL VL SNGL FRT WHT GRPFRT   N PCKG 1 PND ,,,,FALSE,1,,,,N,,,,,
Business As Usual,Cross Coding,FOOD - PERISHABLE,MEAT/POULTRY/GAME - FRESH VARIABLE WEIGHT,MEAT UNCOOKED UNPREPARED REFRIGERATED VARIABLE WEIGHT,Changed,ZZ VARIABLE WEIGHT,'026059300000,LOCAL,5,'00026059300000,LAC,LAC,BGY,BGY BIG Y FOOD,ALL_US,UNITED STATES OF AMERICA,SIRVAL,VEAL TENDERLOIN 1LB,,VEAL TENDERLOIN 1LB,,,MEAT MC RED MEAT,,WGT,2,51.96,14.4735,,,,,,24-NOV-2022 19:51:49,,29838331 : N BRND LSTD FRSH AND FRZN MT  BNLSS SKNLSS   BF TNDRLN RST N PCKG 1 PND ,29838331 : N BRND LSTD FRSH AND FRZN MT  BNLSS SKNLSS   BF TNDRLN RST N PCKG 1 PND ,,,,FALSE,1,,,,N,,,,,
Business As Usual,Cross Coding,ZZ: TEMPORARY MDL STANDARD/CONSOLIDATED ITEMS,US MDL STANDARD/CONSOLIDATED ITEMS,US MDL CONSOLIDATED,Changed,,'000000001512,LOCAL,2,'00000000001512,LAC,LAC,BGY,BGY BIG Y FOOD,ALL_US,UNITED STATES OF AMERICA,SIRVAL,VISA 5% VARIABLE $6.95 FEE 1CT,,VISA 5% VARIABLE $6.95 FEE 1CT,,,Miscellaneous Income SPECIAL PROMO SUB,,CNT,1,6.95,6.95,,,,,,24-NOV-2022 19:50:18,,507010408 : US MDL CNSLDTD ,507010408 : US MDL CNSLDTD ,,,,FALSE,1,,,,N,,,,,
Business As Usual,Cross Coding,FOOD - PERISHABLE,VEGETABLES/SALAD VEGETABLES - FRESH FIXED WEIGHT,VEGETABLES - NATURAL - ONION FAMILY - FRESH FIXED WEIGHT,Changed,VEGETABLES - FRESH NATURAL,'088567780110,LOCAL,6,'00088567780110,LAC,LAC,BGY,BGY BIG Y FOOD,ALL_US,UNITED STATES OF AMERICA,SIRVAL,ORGANIC RED ONION 3LB 3LB,,ORGANIC RED ONION 3LB 3LB,,,PRODUCE FRESH VEGETABLES,,CNT,1,5.99,5.99,,,,,,24-NOV-2022 19:50:24,,559354849 : PR & SNS FRMS SNGL VGTBL RD ONN  WHL  MDM CRTFD ORGNC BY ORGNC CRTFRS ORGNC ORGNCLLY GRWN ,559354849 : PR & SNS FRMS SNGL VGTBL RD ONN  WHL  MDM CRTFD ORGNC BY ORGNC CRTFRS ORGNC ORGNCLLY GRWN ,,,07/08/2016,FALSE,2,,,,N,,,,,
Business As Usual,Cross Coding,FOOD - PERISHABLE,MEAT/POULTRY/GAME - FRESH VARIABLE WEIGHT,MEAT UNCOOKED UNPREPARED REFRIGERATED VARIABLE WEIGHT,Changed,ZZ VARIABLE WEIGHT,'020600900000,LOCAL,5,'00020600900000,LAC,LAC,BGY,BGY BIG Y FOOD,ALL_US,UNITED STATES OF AMERICA,SIRVAL,GROUND BEEF 80%-TUBE MEAT***** 1LB,,GROUND BEEF 80%-TUBE MEAT***** 1LB,,,MEAT BUTCHER SHOPPE,,WGT,1,6.24,4.8,,,,,,24-NOV-2022 19:51:14,,508933983 : N BRND LSTD FRSH AND FRZN MT 80 PRCNT LN  GRND  BF  TB 1 PND ,508933983 : N BRND LSTD FRSH AND FRZN MT 80 PRCNT LN  GRND  BF  TB 1 PND ,,,,FALSE,1,,,,N,,,,,
Business As Usual,Cross Coding,FOOD - PERISHABLE,SWEET PASTRY/DOUGH - FRESH VARIABLE WEIGHT,PIES/TARTS SWEET FRESH VARIABLE WEIGHT,Changed,ZZ VARIABLE WEIGHT,'020055900000,LOCAL,3,'00020055900000,LAC,LAC,BGY,BGY BIG Y FOOD,ALL_US,UNITED STATES OF AMERICA,SIRVAL,BAH 9IN LYM APPLE PIE 48OZ,,BAH 9IN LYM APPLE PIE 48OZ,,,BAKERY PIES,,CNT,1,6.97,6.97,,,,,,24-NOV-2022 19:51:24,,38872685 : LYMN FRM P APPL  UNFLVRD FLLD  P N PCKG 48 ONC ,38872685 : LYMN FRM P APPL  UNFLVRD FLLD  P N PCKG 48 ONC ,,,,FALSE,1,,,,N,,,,,
Business As Usual,Cross Coding,,,,New,,'022319900000,LOCAL,1,'00022319900000,LAC,LAC,BGY,BGY BIG Y FOOD,ALL_US,UNITED STATES OF AMERICA,SIRVAL,$20.99 SUPER SUB AVOCADO 1UT,,,,,FOOD SERVICE SANDWICH SHOP,,CNT,1,24.99,24.99,,,,,,24-NOV-2022 19:48:52,,,,,,,FALSE,1,,,,N,,,,,
Business As Usual,Cross Coding,FOOD - PERISHABLE,FRUIT/NUTS - FRESH VARIABLE WEIGHT,NUTS FRESH VARIABLE WEIGHT,Changed,ZZ VARIABLE WEIGHT,'000000004924,LOCAL,3,'00000000004924,LAC,LAC,BGY,BGY BIG Y FOOD,ALL_US,UNITED STATES OF AMERICA,SIRVAL,#4924 BULK ALMONDS 1LB,,#4924 BULK ALMONDS 1LB,,,PRODUCE OTHER,,WGT,1,2.17,1.9908,,,,,,24-NOV-2022 19:48:41,,29534177 : MLTPL VL NT NT IN SHLL    ALMND    N PCKG 1 PND ,29534177 : MLTPL VL NT NT IN SHLL    ALMND    N PCKG 1 PND ,,,,FALSE,1,,,,N,,,,,
